conversation_id,tweet_id,created_at,target_message,conversation_context,intent,label_notes
1221006,1221007,Wed Oct 25 15:30:38 +0000 2017,"@AppleSupport Gracias, los amo.","APPLESUPPORT: @406494 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
CUSTOMER: @AppleSupport Gracias, los amo.",other_unclear,
1224762,1224763,Mon Oct 16 00:40:02 +0000 2017,"@AppleSupport Yeah, I'm referring to auto-fill I think. I click the user info I want &amp; it does nothing but highlight what I've already typed in the fields","APPLESUPPORT: @407328 iCloud Keychain keeps your information up to date across approved devices. Are you referring to auto-fill? Let us know.
CUSTOMER: @AppleSupport Yeah, I'm referring to auto-fill I think. I click the user info I want &amp; it does nothing but highlight what I've already typed in the fields",feature_how_to,
1233638,1233639,Thu Oct 26 20:43:43 +0000 2017,@AppleSupport version 11.0.3,"APPLESUPPORT: @409343 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.
CUSTOMER: @AppleSupport version 11.0.3",ios_update,
1242850,1242851,Thu Oct 26 06:42:22 +0000 2017,"@AppleSupport @411559 Apple is unable to translate from french. Poor Apple, no brain inside ?! #ridicule #affligeant","APPLESUPPORT: @411559 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
CUSTOMER: @AppleSupport @411559 Apple is unable to translate from french. Poor Apple, no brain inside ?! #ridicule #affligeant",other_unclear,
1287056,1287057,Thu Oct 26 19:08:50 +0000 2017,@AppleSupport Yes and it’s slow. I really hate this new update,"APPLESUPPORT: @421039 We want to look into this with you. Are you using an Apple branded charging cable?
CUSTOMER: @AppleSupport Yes and it’s slow. I really hate this new update",ios_update,
1288245,1288246,Thu Oct 26 19:42:54 +0000 2017,"@AppleSupport I know it happens with Snapchat and Periscope, have heard it happens with twitter and Facebook. Started with ios11 / Watch os4","APPLESUPPORT: @421312 We're happy to assist. Let's gather some information to isolate the cause of this. Does this issue only happen with Snapchat?
CUSTOMER: @AppleSupport I know it happens with Snapchat and Periscope, have heard it happens with twitter and Facebook. Started with ios11 / Watch os4",ios_update,
1332434,1332435,Mon Oct 16 13:28:11 +0000 2017,@AppleSupport I am one out of many that is having problems with there #iphone since the recent #update #ios1103,"APPLESUPPORT: @430838 We want to make sure your phone is working properly. Meet us in DM and we will look at it together. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I am one out of many that is having problems with there #iphone since the recent #update #ios1103",ios_update,
1335218,1335219,Fri Oct 27 15:29:49 +0000 2017,@AppleSupport Do you have the UK contact details please?,"APPLESUPPORT: @431470 Our online store team can help check into that with you. You can reach them here to get started:  https://t.co/8yjRd1Xo0i
CUSTOMER: @AppleSupport Do you have the UK contact details please?",service_support,
1339680,1339681,Sat Oct 28 01:45:43 +0000 2017,@AppleSupport Thanks.,"APPLESUPPORT: @331177 Great question. iOS 11 is available for the iPhone 5s and later. You can learn more about iOS 11 here: https://t.co/LVMJqqcDhs
CUSTOMER: @AppleSupport Thanks.",other_unclear,
1350654,1350655,Fri Oct 27 17:51:05 +0000 2017,@AppleSupport Sent. Thanks 👍🏻,"APPLESUPPORT: @155578 We're here for you. DM us which device you're using and we'll go from there. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Sent. Thanks 👍🏻",other_unclear,
1363220,1363221,Fri Oct 27 21:43:29 +0000 2017,"@AppleSupport It’s fully updated, all apps crash randomly with the phone., I use JEFIT a bunch, so I notice it most with that app.","APPLESUPPORT: @437418 It’s important to have a reliable iPhone.  Any particular app crashing?  Which iOS version are you using?
CUSTOMER: @AppleSupport It’s fully updated, all apps crash randomly with the phone., I use JEFIT a bunch, so I notice it most with that app.",app_issue,
1370797,1370798,Sat Oct 28 03:48:08 +0000 2017,"@AppleSupport It won’t let me, and when I call it says you’re too busy and hangs up","APPLESUPPORT: @439082 To update a shipping address, visit: https://t.co/LFKMJeOYQp For further help, contact Online Sales here: https://t.co/8yjRd1Xo0i
CUSTOMER: @AppleSupport It won’t let me, and when I call it says you’re too busy and hangs up",service_support,
1386629,1386628,Tue Oct 31 20:29:00 +0000 2017,@AppleSupport Yes the device has been restarted with no change,"CUSTOMER: @AppleSupport Yes the device has been restarted with no change
APPLESUPPORT: @442647 Do you know what version of the iOS is on the device?  Let us know in Direct Message https://t.co/GDrqU22YpT",other_unclear,
1404815,1404816,Sat Oct 28 19:26:25 +0000 2017,@AppleSupport I did and no response ;),"APPLESUPPORT: @250729 Battery life is essential; we'll do all we can to help. To get started, connect with us in DM: https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I did and no response ;)",service_support,
1406197,1406198,Wed Nov 01 22:11:34 +0000 2017,@AppleSupport 11.0.3,"APPLESUPPORT: @446857 Thanks for reaching out to us. We would love to help you. Can you please tell us which version of iOS you are currently running?
CUSTOMER: @AppleSupport 11.0.3",ios_update,
1420588,1420589,Mon Oct 16 18:22:56 +0000 2017,@AppleSupport Thank you.. Lots of Love 🤗😘,"APPLESUPPORT: @450255 It's still there, but now in Accessibility. This article will help: https://t.co/bkqEVCrK2l
CUSTOMER: @AppleSupport Thank you.. Lots of Love 🤗😘",other_unclear,
1423457,1423458,Thu Nov 02 09:42:49 +0000 2017,@AppleSupport Solved! Thanks.,"APPLESUPPORT: @450786 Thanks for reaching out. There hasn't been any changes. We recommend the steps here: https://t.co/Ip2IwxlKf8 Keep us posted.
CUSTOMER: @AppleSupport Solved! Thanks.",other_unclear,
1448996,1448994,Fri Oct 20 14:55:44 +0000 2017,@AppleSupport iOS 11.0.3,"CUSTOMER: @AppleSupport iOS 11.0.3
APPLESUPPORT: @267549 Are you using the built-in keyboard? If so, does toggling Auto-Correct off, then on in Settings &gt; General &gt; Keyboard, help?
CUSTOMER: @AppleSupport I don’t want to have to turn off the entire autocorrect system just because of 1 word. I.t doesn’t seem like I’m the only one with this prob",ios_update,
1470806,1470807,Fri Nov 03 00:56:09 +0000 2017,@AppleSupport I did! Waiting for response.,"APPLESUPPORT: @389853 We'd like to look further at this. Please DM us. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I did! Waiting for response.",service_support,
1484340,1484341,Fri Nov 03 06:33:23 +0000 2017,@AppleSupport You really gonna play me like that? https://t.co/8UdCEhHTyM,"APPLESUPPORT: @464696 Hello. Send us a DM. We'd love to help out with your concern in the video shown. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport You really gonna play me like that? https://t.co/8UdCEhHTyM",service_support,
1492598,1492599,Sun Nov 12 15:30:29 +0000 2017,@AppleSupport I’ll look into that thank you,"APPLESUPPORT: @__Gallis__ We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6
CUSTOMER: @AppleSupport I’ll look into that thank you",other_unclear,
1516181,1516182,Sat Nov 04 05:27:23 +0000 2017,"@AppleSupport thanks @115948 only snag is, is there an option for a windows based PC to be able to update the artists profile, music, videos etc?","APPLESUPPORT: @471778 Let's get you in contact with our Connect help desk. More information can be found here: https://t.co/myULYUfP1j
CUSTOMER: @AppleSupport thanks @115948 only snag is, is there an option for a windows based PC to be able to update the artists profile, music, videos etc?",music_media,
1530038,1530039,Fri Nov 03 21:46:09 +0000 2017,@AppleSupport @474864 I don’t know why but my apple store app opened 2:10 when it was supposed to open 2:01 and because of that it was marked for the 23-30 nov,"APPLESUPPORT: @474864 We want to get you into the right hands. Reach out to our Sales Support team, they'll look into this: https://t.co/8yjRd1Xo0i
CUSTOMER: @AppleSupport @474864 I don’t know why but my apple store app opened 2:10 when it was supposed to open 2:01 and because of that it was marked for the 23-30 nov",app_store_purchase,
1548840,1548841,Sat Nov 04 02:31:47 +0000 2017,@AppleSupport Which is why I️ will no longer do updates!,"APPLESUPPORT: @479457 Things like this are never convenient. Take a look at our article here: https://t.co/xU1AGHStV6
CUSTOMER: @AppleSupport Which is why I️ will no longer do updates!",ios_update,
1587451,1587452,Sun Nov 05 00:00:36 +0000 2017,@AppleSupport 😑 that’s lame! When will you fix it?,"APPLESUPPORT: @488296 We'd recommend trying the steps here: https://t.co/xU1AGHStV6
CUSTOMER: @AppleSupport 😑 that’s lame! When will you fix it?",other_unclear,
1588160,1588161,Sun Nov 05 02:35:18 +0000 2017,@AppleSupport Top. 3 of us find this very annoying. Pls make it disappear like before. Must swipe it now to make it go away &amp; cont task. Very annoying!,"APPLESUPPORT: @488451 We can check it out. Does your incoming messages appear in the center of the display?
CUSTOMER: @AppleSupport Top. 3 of us find this very annoying. Pls make it disappear like before. Must swipe it now to make it go away &amp; cont task. Very annoying!",feature_how_to,
1615388,1615387,Sun Nov 05 02:33:09 +0000 2017,@AppleSupport Perfect! Thanks!,"CUSTOMER: @AppleSupport Perfect! Thanks!
APPLESUPPORT: @495442 No problem, we’re happy to help!",other_unclear,
1626555,1626554,Sun Nov 05 14:38:22 +0000 2017,@AppleSupport Text replacement doesn’t work I️ have already tried that.,"CUSTOMER: @AppleSupport Text replacement doesn’t work I️ have already tried that.
APPLESUPPORT: @498055 DM us and we'll continue working there. https://t.co/GDrqU22YpT",feature_how_to,
1632357,1632358,Sun Nov 05 20:50:58 +0000 2017,@AppleSupport I’ve DM’ed you guys😉,"APPLESUPPORT: @499502 If you restart, does it display the same? Let us know in a DM and we'll go from there. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I’ve DM’ed you guys😉",service_support,
1640210,1640211,Mon Nov 06 15:20:18 +0000 2017,@AppleSupport Y’all need to hurry up and release this update because this is getting ridiculous,"APPLESUPPORT: @501462 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
CUSTOMER: @AppleSupport Y’all need to hurry up and release this update because this is getting ridiculous",ios_update,
1640213,1640214,Sun Nov 05 23:45:44 +0000 2017,@AppleSupport this only works on iMessage sis,"APPLESUPPORT: @501463 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
CUSTOMER: @AppleSupport this only works on iMessage sis",app_issue,
1643303,1643304,Mon Nov 06 00:53:29 +0000 2017,@AppleSupport Thanks.,"APPLESUPPORT: @502248 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
CUSTOMER: @AppleSupport Thanks.",other_unclear,
1649018,1649019,Mon Nov 06 15:12:38 +0000 2017,@AppleSupport Does this look like a capital “i” to you??? “I️”,"APPLESUPPORT: @503730 We'd like to help with any trouble you're having. Could you be more specific as to what the trouble is?
CUSTOMER: @AppleSupport Does this look like a capital “i” to you??? “I️”",other_unclear,
1655329,1655330,Tue Oct 17 19:38:05 +0000 2017,@AppleSupport Thanks,"APPLESUPPORT: @505177 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt
CUSTOMER: @AppleSupport Thanks",other_unclear,
1671936,1671937,Mon Nov 06 14:47:38 +0000 2017,"@AppleSupport I don’t need you.
@508882 already swept in.","APPLESUPPORT: @508881 We're here to help. For assistance with Night Shift, click here: https://t.co/it24SqZD78
CUSTOMER: @AppleSupport I don’t need you.
@508882 already swept in.",other_unclear,
1674093,1674094,Mon Nov 06 20:28:40 +0000 2017,@AppleSupport It doesn’t change to an I it’s just a box with a question mark in it,"APPLESUPPORT: @509384 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
CUSTOMER: @AppleSupport It doesn’t change to an I it’s just a box with a question mark in it",other_unclear,
1690506,2029132,Mon Nov 06 07:54:05 +0000 2017,"@AppleSupport I’ve currently made an appointment at the Genius Bar for this weekend, I was previously told to restore the phone and this has made it worse","APPLESUPPORT: @513219 We're here to help you with this. Which country are you located in? Let's meet in DM so we can work on a plan. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I’ve currently made an appointment at the Genius Bar for this weekend, I was previously told to restore the phone and this has made it worse",service_support,
1711008,1711009,Tue Oct 17 17:49:53 +0000 2017,@AppleSupport iPhone 6S,"APPLESUPPORT: @518322 We understand how valuable your messages are! Which device are they missing from?
CUSTOMER: @AppleSupport iPhone 6S",other_unclear,
1738743,1738744,Tue Nov 07 16:17:36 +0000 2017,"@AppleSupport Did this. Still doesn’t work. I️ 

I️ 
I️
I️ 
I️ 
I️","APPLESUPPORT: @202378 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
CUSTOMER: @AppleSupport Did this. Still doesn’t work. I️ 

I️ 
I️
I️ 
I️ 
I️",feature_how_to,
1772623,1772624,Wed Nov 08 02:21:38 +0000 2017,@AppleSupport That’s a pain in the I️ 😂,"APPLESUPPORT: @532773 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ
CUSTOMER: @AppleSupport That’s a pain in the I️ 😂",other_unclear,
1773899,1773900,Tue Oct 17 22:52:13 +0000 2017,"@AppleSupport @533121 hi we’re the same people from yesterday, updated and stuff as you told me and it still wont work :(","APPLESUPPORT: @533121 Tell us what happens when you try to use FaceTime, and we'll be glad to help. Do you get an error message of any kind?
CUSTOMER: @AppleSupport @533121 hi we’re the same people from yesterday, updated and stuff as you told me and it still wont work :(",other_unclear,
1776369,1776370,Tue Oct 17 22:57:12 +0000 2017,@AppleSupport It was a joke! Because it says “leave the family” hehe. But thanks for answering. You always are on top of everything @115858 ILY!,"APPLESUPPORT: @533806 Let's help. Follow up with us in DM. Tell us which region you reside in there. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport It was a joke! Because it says “leave the family” hehe. But thanks for answering. You always are on top of everything @115858 ILY!",other_unclear,
1791867,1791868,Fri Oct 13 00:04:40 +0000 2017,"@AppleSupport okay, i dmed you","APPLESUPPORT: @538208 You've come to the right place. Send us a DM with more details of what's going on and we'll continue there. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport okay, i dmed you",service_support,
1811673,1811674,Sun Oct 15 03:27:30 +0000 2017,"@AppleSupport I hate these “support messages”… They are nothing but BS. 
*dear apple, how about not rolling out incomplete &amp; buggy updates. 
sincerely, me https://t.co/BohAwU8epk","APPLESUPPORT: @347517 We'd be happy to look into this for you. Send us a DM and let us know which iPhone model and version of iOS 11 you're using. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I hate these “support messages”… They are nothing but BS. 
*dear apple, how about not rolling out incomplete &amp; buggy updates. 
sincerely, me https://t.co/BohAwU8epk",ios_update,
1929351,1929352,Fri Oct 27 08:54:08 +0000 2017,@AppleSupport I have sent you a DM’d you this morning,"APPLESUPPORT: @574137 We want to help with your Apple Watch. Have you tried maximizing its performance? https://t.co/yg6xBLkjbL Let's meet in DM here. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I have sent you a DM’d you this morning",service_support,
1936558,1936559,Sat Oct 28 06:40:42 +0000 2017,"@AppleSupport Hey, thanks for quick response, I’ve sent you a message.","APPLESUPPORT: @576149 Hey there! We definitely want to help you with your iPhone's storage. Let's meet in DM so we can take a closer look: https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Hey, thanks for quick response, I’ve sent you a message.",service_support,
1963210,1963211,Tue Oct 31 01:53:11 +0000 2017,@AppleSupport DM sent,"APPLESUPPORT: @582096 We can certainly see what all options are available. Let's work together in a DM and to see how we can help. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport DM sent",service_support,
2006930,2006931,Sat Nov 04 13:12:25 +0000 2017,@AppleSupport Good looking y’all some real ass niggas 🖖🏾,"APPLESUPPORT: @593462 Thanks for reaching out to us. Take a look at this link and let us know if that helps: https://t.co/xU1AGIa4ME https://t.co/GDrqU2kzhr
CUSTOMER: @AppleSupport Good looking y’all some real ass niggas 🖖🏾",other_unclear,
2041640,2041641,Wed Nov 08 14:44:53 +0000 2017,@AppleSupport @603676 lmao,"APPLESUPPORT: @603676 Here’s what you can do as a work around until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 DM us questions. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport @603676 lmao",other_unclear,
2061739,2061740,Sat Oct 07 15:11:54 +0000 2017,"@AppleSupport Nope, was already“helped”by you, didn’t fix a thing.Obvious you’re not intending on providing a REAL fix? Hello Androids, peace out Apple ✋🏼","APPLESUPPORT: @609744 If you're having issues with your battery draining quicker than expected, we can help out. Go ahead and meet us in DM: https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Nope, was already“helped”by you, didn’t fix a thing.Obvious you’re not intending on providing a REAL fix? Hello Androids, peace out Apple ✋🏼",other_unclear,
2073455,2073456,Tue Oct 10 04:25:11 +0000 2017,"@AppleSupport Sent a DM, waiting for your answer .....","APPLESUPPORT: @613262 You've come to the right place for help. We want to take a look at what's happening with your device. Meet us in DM to get started. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Sent a DM, waiting for your answer .....",service_support,
2077343,2077344,Mon Oct 09 19:24:26 +0000 2017,@AppleSupport Nah that's okay. I'm just gonna buy @4770 headphones,"APPLESUPPORT: @614379 We want your headphones working for you; we'll do all we can to help. To get started, please connect with us in DM. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Nah that's okay. I'm just gonna buy @4770 headphones",service_support,
2093818,2093819,Wed Nov 08 05:13:49 +0000 2017,"@AppleSupport Thanks, I think it worked","APPLESUPPORT: @618667 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
CUSTOMER: @AppleSupport Thanks, I think it worked",other_unclear,
2111431,2111432,Sun Nov 12 22:23:28 +0000 2017,@AppleSupport Maybe test your software more before releasing it.  Or are you taking lessons from Windows now?,"APPLESUPPORT: @622787 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
CUSTOMER: @AppleSupport Maybe test your software more before releasing it.  Or are you taking lessons from Windows now?",ios_update,
2111450,2111451,Sat Nov 11 21:15:15 +0000 2017,@AppleSupport 11.0.3(15A432),"APPLESUPPORT: @622793 Do you know what version of the iOS is on the device?  If not, you can check under Settings &gt; General &gt; About &gt; Version.
CUSTOMER: @AppleSupport 11.0.3(15A432)",ios_update,
2112919,2112920,Wed Nov 08 16:42:02 +0000 2017,@AppleSupport Kick rocks! Im fully updated.,"APPLESUPPORT: @623069 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
CUSTOMER: @AppleSupport Kick rocks! Im fully updated.",ios_update,
2113873,2113874,Wed Nov 08 19:13:47 +0000 2017,@AppleSupport @4150 go I️ yourself with your stupid I️ I️ updates,"APPLESUPPORT: @444758 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/ryJAexrcMg
CUSTOMER: @AppleSupport @4150 go I️ yourself with your stupid I️ I️ updates",ios_update,
2117206,2117207,Wed Nov 08 22:58:38 +0000 2017,"@AppleSupport Moving to iOS 11.1 definitely helped, thank you. Battery life isn't the same but I'm sure at least part of that is due to natural aging/cycling of the Li-ION battery. Still, please find a way of iOS updates to be less disruptive. @116333","APPLESUPPORT: @622781 We'd like to hear more about what's happening. Are you on iOS 11.1? Have you restarted since updating? DM us to troubleshoot. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Moving to iOS 11.1 definitely helped, thank you. Battery life isn't the same but I'm sure at least part of that is due to natural aging/cycling of the Li-ION battery. Still, please find a way of iOS updates to be less disruptive. @116333",ios_update,
2123221,2123222,Wed Nov 08 18:21:54 +0000 2017,@AppleSupport I don’t want a kludgy work around.  I want the best computer company in the world to FIX. THIS. CRAP.  You’re better than this.  Or were.,"APPLESUPPORT: @186995 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
CUSTOMER: @AppleSupport I don’t want a kludgy work around.  I want the best computer company in the world to FIX. THIS. CRAP.  You’re better than this.  Or were.",ios_update,
2135690,2135691,Wed Nov 08 18:40:27 +0000 2017,@AppleSupport This will suffice for now. If it doesn’t get fixed soon I will not be selling my soul and sacrificing my little brother for an iPhone X,"APPLESUPPORT: @628308 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
CUSTOMER: @AppleSupport This will suffice for now. If it doesn’t get fixed soon I will not be selling my soul and sacrificing my little brother for an iPhone X",ios_update,
2169746,2169745,Thu Nov 09 03:49:35 +0000 2017,"@AppleSupport Yeah, I did that. Sometimes it works. Other times it doesn’t. I even went opposite with the text replacement “I” so “I” = “i”
“i” = “I”
Thanks for the help...
What happened?","CUSTOMER: @AppleSupport Yeah, I did that. Sometimes it works. Other times it doesn’t. I even went opposite with the text replacement “I” so “I” = “i”
“i” = “I”
Thanks for the help...
What happened?
APPLESUPPORT: @636489 Let's take a look in DM. Follow us there using the link below: https://t.co/GDrqU22YpT",feature_how_to,
2185385,2185384,Thu Nov 09 17:16:27 +0000 2017,@AppleSupport oh really? has this always been the case with the wifi button on the control center? i feel like that wasn't the case with previous iOS roll outs. Is this new for iOS 11?,"CUSTOMER: @AppleSupport oh really? has this always been the case with the wifi button on the control center? i feel like that wasn't the case with previous iOS roll outs. Is this new for iOS 11?
APPLESUPPORT: @155296 You're right. It hasn't always been this way. It's a new feature of iOS 11. You're more than welcome to share your feedback with us about this feature here: https://t.co/eTPVYVFyd8",feature_how_to,
2185420,2185419,Thu Nov 09 16:49:21 +0000 2017,@AppleSupport Nope!,"CUSTOMER: @AppleSupport Nope!
APPLESUPPORT: @640031 Send us a DM please. Let us know what country you're located in. https://t.co/GDrqU22YpT",other_unclear,
2220836,2220837,Fri Nov 10 18:43:07 +0000 2017,@AppleSupport Done. Thanks.,"APPLESUPPORT: @648647 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out: https://t.co/xXaXeeSRt9
CUSTOMER: @AppleSupport Done. Thanks.",other_unclear,
2229980,2229981,Fri Nov 10 16:01:57 +0000 2017,@AppleSupport I️ have already downloaded the newest version and hasn’t fixed it,"APPLESUPPORT: @191614 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6
CUSTOMER: @AppleSupport I️ have already downloaded the newest version and hasn’t fixed it",ios_update,
2255383,2255382,Fri Nov 10 23:14:24 +0000 2017,@AppleSupport I️ already did that and you had no solution,"CUSTOMER: @AppleSupport I️ already did that and you had no solution
APPLESUPPORT: @533207 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out: https://t.co/xXaXeeSRt9. We're happy to continue in DM if you have any trouble. https://t.co/GDrqU22YpT",service_support,
2263593,2263594,Tue Nov 21 00:15:56 +0000 2017,@AppleSupport 👍🏼,"APPLESUPPORT: @277657 We want to help! Join us in DM with additional details to get started: https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport 👍🏼",other_unclear,
2273961,2273960,Sat Nov 11 04:11:10 +0000 2017,@AppleSupport The newest update &amp; it’s still acting crazy smh,"CUSTOMER: @AppleSupport The newest update &amp; it’s still acting crazy smh
APPLESUPPORT: @661416 DM us the exact iOS number showing on that page and we can take a look at this. https://t.co/GDrqU22YpT",ios_update,
2280355,2280356,Sun Nov 12 02:38:17 +0000 2017,"@AppleSupport Thank you, I appreciate the response","APPLESUPPORT: @662907 If you'd like to change what type of stories you see in the News app, this can help: https://t.co/CZ9gt0JbFV Under the section 'Unhide stories from a channel or topic' should get you the results you want.
CUSTOMER: @AppleSupport Thank you, I appreciate the response",other_unclear,
2296229,2296227,Sun Nov 12 20:05:08 +0000 2017,@AppleSupport Well I can’t? Because I’m in the UK making me un able to transfer funds back into my bank account,"CUSTOMER: @AppleSupport Well I can’t? Because I’m in the UK making me un able to transfer funds back into my bank account
APPLESUPPORT: @666686 Can you tell us what's going on, exactly?
CUSTOMER: @AppleSupport I live within the UK and I received an ASOS refund into my ‘Apple Pay account’ which due to being in the UK I can’t access. This isn’t ideal as the refund is a fairly substantial amount and I’d like to transfer back into my bank.",app_store_purchase,
2297653,2297654,Sun Nov 12 13:50:51 +0000 2017,@AppleSupport I have 11.1.1 I just updated it yesterday.,"APPLESUPPORT: @667005 We want to help you with what you're experiencing. We know you need to rely on your iPhone for all your apps and features. To start, which iOS version is installed? To check tap Settings &gt; General &gt; About and provide us with what is next to Version. Please DM us. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport I have 11.1.1 I just updated it yesterday.",ios_update,
2299195,2299196,Sun Nov 12 19:17:31 +0000 2017,@AppleSupport I️ will once I️ stop using the word “I️” so much 😉,"APPLESUPPORT: @667363 We're here to help. We released an update created to address this issue. Back up your iPhone and update following these steps: https://t.co/80YRnjDFDk
CUSTOMER: @AppleSupport I️ will once I️ stop using the word “I️” so much 😉",other_unclear,
2300726,2300727,Sun Nov 12 17:04:06 +0000 2017,"@AppleSupport Updated the ios to 11.1.1, but same result. Any other recommendations?","APPLESUPPORT: @667750 We'd be happy to assist today. The first thing we'd recommend is getting your device up to date. You can update in Settings &gt; General &gt; Software Update. Just let us know if the receiver still doesn't work after.
CUSTOMER: @AppleSupport Updated the ios to 11.1.1, but same result. Any other recommendations?",ios_update,
2304964,2304965,Sun Nov 12 20:30:20 +0000 2017,"@AppleSupport I do not have this issue personally, but too many of my friends are having a hard time looking professional while typing on their phones. The problem persists for them.","APPLESUPPORT: @175229 We understand the concern. iOS 11.1.1 has been released and addresses those issues. We'd recommend backing up and updating to the latest version. After updating, let us know if the issue persists.
CUSTOMER: @AppleSupport I do not have this issue personally, but too many of my friends are having a hard time looking professional while typing on their phones. The problem persists for them.",ios_update,
2369520,2369521,Tue Nov 14 00:40:23 +0000 2017,"@AppleSupport Thanks. Only when receiving from the group. It appears to be on groups where not everyone is on an iPhone, but even when iPhone users reply it happens. It was not an issue before the latest update.","APPLESUPPORT: @683823 We'll be happy to help with your group messages. When you send a reply in the group, does it create a new thread? Or only when receiving a reply from the group? Are these iMessages or SMS group texts? See: https://t.co/zdkcAVkpSV
CUSTOMER: @AppleSupport Thanks. Only when receiving from the group. It appears to be on groups where not everyone is on an iPhone, but even when iPhone users reply it happens. It was not an issue before the latest update.",ios_update,
2372179,2372180,Tue Nov 14 01:10:30 +0000 2017,@AppleSupport Myself and every other tweet/message/comment from anyone else 😩,"APPLESUPPORT: @684410 We're here for you. Are you experiencing this issue yourself when typing? If so, have you had an opportunity to back up and update your device to the newest version of iOS 11.1.1? Here's a guide to help: https://t.co/ahjigcvFRG
CUSTOMER: @AppleSupport Myself and every other tweet/message/comment from anyone else 😩",ios_update,
2374373,2374374,Tue Nov 14 04:00:59 +0000 2017,@AppleSupport The battery life has gone to the toilet ever since I did the last update. Now I can't restore it to factory settings and set up as new to fix bcuz iTunes keeps freezing on my laptop :(,"APPLESUPPORT: @684940 We want to help. What's happening with your device?
CUSTOMER: @AppleSupport The battery life has gone to the toilet ever since I did the last update. Now I can't restore it to factory settings and set up as new to fix bcuz iTunes keeps freezing on my laptop :(",battery_power,
2401816,2401817,Fri Oct 20 14:10:29 +0000 2017,"@AppleSupport With support we’ve determined it is a bug. How do I file it against Pages &amp; Numbers? 

Complete walk-through here:

https://t.co/57Cs0xFO4W","APPLESUPPORT: @322629 Thanks for reaching out to us. Let's get you connected to our Pages team. Use this link to connect: https://t.co/IBIY3vMgPj
CUSTOMER: @AppleSupport With support we’ve determined it is a bug. How do I file it against Pages &amp; Numbers? 

Complete walk-through here:

https://t.co/57Cs0xFO4W",app_issue,
